,PDBname,affinity
16013,2qp8,8.1
16014,2qzl,8.1
16015,2rcw,8.1
16016,2vvu,8.1
16017,2wpa,8.1
16018,3at4,8.1
16019,3caj,8.1
16020,3ccc,8.1
16021,3f15,8.1
16022,3ion,8.1
16023,3ith,8.1
16024,3jzs,8.1
16025,3kr8,8.1
16026,3l58,8.1
16027,3l8v,8.1
16028,3l9h,8.1
16029,3lox,8.1
16030,3lxs,8.1
16031,3nal,8.1
16032,3nx7,8.1
16033,3qai,8.1
16034,3skg,8.1
16035,3tyv,8.1
16036,3vw7,8.1
16037,4bid,8.1
16038,4d0x,8.1
16039,4e90,8.1
16040,4eg5,8.1
16041,4eqc,8.1
16042,4frk,8.1
16043,4hai,8.1
16044,4hgl,8.1
16045,4i1c,8.1
16046,4i9i,8.1
16047,4jq8,8.1
16048,4nwm,8.1
16049,4oq3,8.1
16050,4p10,8.1
16051,4pms,8.1
16052,4poj,8.1
16053,4r74,8.1
16054,4rwl,8.1
16055,4ryg,8.1
16056,4u44,8.1
16057,4wf2,8.1
16058,4wht,8.1
16059,4why,8.1
16060,4wke,8.1
16061,4wnp,8.1
16062,4xy2,8.1
16063,4zxx,8.1
16064,4zyi,8.1
16065,5a6b,8.1
16066,5ar8,8.1
16067,5ax9,8.1
16068,5ei8,8.1
16069,5enk,8.1
16070,5i3x,8.1
16071,5jyy,8.1
16072,5lck,8.1
16073,5m7u,8.1
16074,5ml8,8.1
16075,5mqv,8.1
16076,5q0m,8.1
16077,5t2g,8.1
16078,5tzc,8.1
16079,5ug9,8.1
16080,5w4w,8.1
16081,5w5o,8.1
16082,5wg3,8.1
16083,5xyz,8.1
16084,6e0q,8.1
16085,6e6j,8.1
16086,6eyz,8.1
16087,6ffi,8.1
16088,6ftf,8.1
16089,6g9m,8.1
16090,6gjb,8.1
16091,6gwr,8.1
16092,6hub,8.1
16093,6m87,8.1
16094,6ma1,8.1
16095,6ma5,8.1
16096,6mu1,8.1
16097,6nsq,8.1
16098,6ode,8.1
16099,6pm9,8.1
16100,1err,8.11
16101,1ndz,8.11
16102,1nvr,8.11
16103,2jko,8.11
16104,2jkq,8.11
16105,2pq9,8.11
16106,2znu,8.11
16107,3fv2,8.11
16108,3vry,8.11
16109,3vye,8.11
16110,4aze,8.11
16111,4cp7,8.11
16112,4ge4,8.11
16113,4p6g,8.11
16114,4puz,8.11
16115,4v01,8.11
16116,4v04,8.11
16117,4z1j,8.11
16118,4z7i,8.11
16119,5ea4,8.11
16120,5lhi,8.11
16121,5wad,8.11
16122,5zml,8.11
16123,6cjp,8.11
16124,6cnj,8.11
16125,6h38,8.11
16126,6q9h,8.11
16127,1o5r,8.12
16128,2k2g,8.12
16129,2yi0,8.12
16130,3hiv,8.12
16131,3rwc,8.12
16132,3upx,8.12
16133,4li8,8.12
16134,4ngs,8.12
16135,6b33,8.12
16136,6d1l,8.12
16137,6dil,8.12
16138,6dj2,8.12
16139,2yk1,8.13
16140,3dng,8.13
16141,3oev,8.13
16142,3q3k,8.13
16143,4pop,8.13
16144,4qfr,8.13
16145,4ud7,8.13
16146,5alc,8.13
16147,5kww,8.13
16148,1g35,8.14
16149,1yqj,8.14
16150,3b4f,8.14
16151,3ljz,8.14
16152,3lxg,8.14
16153,3odu,8.14
16154,3oe8,8.14
16155,3ryx,8.14
16156,4buq,8.14
16157,4isi,8.14
16158,4jt9,8.14
16159,4q07,8.14
16160,4rlp,8.14
16161,4zy1,8.14
16162,5jk3,8.14
16163,5kup,8.14
16164,5xms,8.14
16165,6dj5,8.14
16166,6duf,8.14
16167,6g1w,8.14
16168,1aq1,8.15
16169,1fkh,8.15
16170,1g27,8.15
16171,1ikx,8.15
16172,1jlq,8.15
16173,1pfy,8.15
16174,1pmn,8.15
16175,1tfz,8.15
16176,1tt1,8.15
16177,1u9x,8.15
16178,1w5v,8.15
16179,2ayp,8.15
16180,2bed,8.15
16181,2bkz,8.15
16182,2d1n,8.15
16183,2fm2,8.15
16184,2fxu,8.15
16185,2jf4,8.15
16186,2q1q,8.15
16187,2wxi,8.15
16188,2ydk,8.15
16189,2ywp,8.15
16190,2zof,8.15
16191,3bea,8.15
16192,3bu1,8.15
16193,3byo,8.15
16194,3d8w,8.15
16195,3dz5,8.15
16196,3faa,8.15
16197,3frz,8.15
16198,3g0b,8.15
16199,3h0e,8.15
16200,3i1y,8.15
16201,3i4b,8.15
16202,3kb7,8.15
16203,3l54,8.15
16204,3nw6,8.15
16205,3nww,8.15
16206,3nxq,8.15
16207,3oaw,8.15
16208,3r4o,8.15
16209,3rtp,8.15
16210,3v5l,8.15
16211,4alv,8.15
16212,4bcf,8.15
16213,4bcg,8.15
16214,4dbn,8.15
16215,4e4x,8.15
16216,4eo8,8.15
16217,4erw,8.15
16218,4ge7,8.15
16219,4jr5,8.15
16220,4jze,8.15
16221,4kip,8.15
16222,4l33,8.15
16223,4loo,8.15
16224,4lop,8.15
16225,4loq,8.15
16226,4lxb,8.15
16227,4ly9,8.15
16228,4mbi,8.15
16229,4n5t,8.15
16230,4ona,8.15
16231,4op3,8.15
16232,4qiz,8.15
16233,4qt1,8.15
16234,4ufe,8.15
16235,4ufg,8.15
16236,4ufy,8.15
16237,4uwf,8.15
16238,4uwg,8.15
16239,4ycl,8.15
16240,4yl3,8.15
16241,4ytf,8.15
16242,4zyx,8.15
16243,5brz,8.15
16244,5h2u,8.15
16245,5hmh,8.15
16246,5jxq,8.15
16247,5k00,8.15
16248,5kez,8.15
16249,5o4y,8.15
16250,5tkd,8.15
16251,5tkj,8.15
16252,5u4x,8.15
16253,5u7k,8.15
16254,5v1y,8.15
16255,5vo1,8.15
16256,6a1c,8.15
16257,6ba7,8.15
16258,6cvw,8.15
16259,6dcg,8.15
16260,6dn6,8.15
16261,6fod,8.15
16262,6fyl,8.15
16263,6fzx,8.15
16264,6g33,8.15
16265,6miv,8.15
16266,6mob,8.15
16267,6o0h,8.15
16268,6ocw,8.15
16269,6qgh,8.15
16270,6qxu,8.15
16271,1c8l,8.16
16272,3g08,8.16
16273,3w2s,8.16
16274,4elg,8.16
16275,4zud,8.16
16276,5myx,8.16
16277,6a93,8.16
16278,2g63,8.17
16279,3hac,8.17
16280,3krd,8.17
16281,3kwf,8.17
16282,3rz8,8.17
16283,3zim,8.17
16284,4aac,8.17
16285,4ayy,8.17
16286,4k5y,8.17
16287,4mxc,8.17
16288,4q09,8.17
16289,4q1e,8.17
16290,4qjm,8.17
16291,4xct,8.17
16292,4z0q,8.17
16293,5eqq,8.17
16294,5f62,8.17
16295,5lhh,8.17
16296,5owt,8.17
16297,6fjf,8.17
16298,6hhi,8.17
16299,6pvs,8.17
16300,1dwd,8.18
16301,2f80,8.18
16302,2iiv,8.18
16303,2pj3,8.18
16304,3ixk,8.18
16305,3l3n,8.18
16306,3oe9,8.18
16307,3wzj,8.18
16308,4anb,8.18
16309,4kbk,8.18
16310,4qlq,8.18
16311,5zjy,8.18
16312,6i97,8.18
16313,6o2p,8.18
16314,1epq,8.19
16315,1oky,8.19
16316,1p03,8.19
16317,1w6j,8.19
16318,2h5d,8.19
16319,2h65,8.19
16320,2r59,8.19
16321,2wtw,8.19
16322,2yj8,8.19
16323,2zir,8.19
16324,3blr,8.19
16325,3c5u,8.19
16326,3g6h,8.19
16327,3hit,8.19
16328,3hpt,8.19
16329,3roc,8.19
16330,4mc2,8.19
16331,5a8x,8.19
16332,5aa9,8.19
16333,5acy,8.19
16334,5fl5,8.19
16335,5m25,8.19
16336,5n1z,8.19
16337,5tco,8.19
16338,5yc8,8.19
16339,5zkc,8.19
16340,6ayq,8.19
16341,6bik,8.19
16342,6j63,8.19
16343,6ng0,8.19
16344,6nv9,8.19
16345,1ek2,8.2
16346,1owd,8.2
16347,1sqp,8.2
16348,2jds,8.2
16349,2jdv,8.2
16350,2jjr,8.2
16351,2jkk,8.2
16352,2pqj,8.2
16353,3cjf,8.2
16354,3dcr,8.2
16355,3k23,8.2
16356,3qd4,8.2
16357,4abi,8.2
16358,4bhn,8.2
16359,4ezk,8.2
16360,4gg7,8.2
16361,4jr0,8.2
16362,5exm,8.2
16363,5nob,8.2
16364,5nuu,8.2
16365,5t2l,8.2
16366,5uor,8.2
16367,5xxk,8.2
16368,5zo8,8.2
16369,5zo9,8.2
16370,6d1m,8.2
16371,6mul,8.2
16372,6q74,8.2
16373,6rln,8.2
16374,6rn9,8.2
16375,1o0d,8.21
16376,1onh,8.21
16377,2e9n,8.21
16378,2ff1,8.21
16379,2ff2,8.21
16380,3u6j,8.21
16381,3up7,8.21
16382,3vhe,8.21
16383,4hiq,8.21
16384,4hyu,8.21
16385,4ixh,8.21
16386,4m6q,8.21
16387,4x5p,8.21
16388,5c4o,8.21
16389,5fto,8.21
16390,5hhx,8.21
16391,5ivs,8.21
16392,5tyo,8.21
16393,5uvc,8.21
16394,5wmg,8.21
16395,5xff,8.21
16396,6c42,8.21
16397,6d6t,8.21
16398,6d6u,8.21
16399,6jpj,8.21
16400,6od6,8.21
16401,6qab,8.21
16402,6qac,8.21
16403,1ao8,8.22
16404,1dth,8.22
16405,1dtq,8.22
16406,1efy,8.22
16407,1em6,8.22
16408,1ets,8.22
16409,1h1d,8.22
16410,1h1s,8.22
16411,1jr1,8.22
16412,1pl0,8.22
16413,1rt2,8.22
16414,1sje,8.22
16415,1u9v,8.22
16416,1w11,8.22
16417,2az8,8.22
16418,2c6o,8.22
16419,2cbs,8.22
16420,2cji,8.22
16421,2ow2,8.22
16422,2qzx,8.22
16423,2v16,8.22
16424,2vvv,8.22
16425,2zcs,8.22
16426,3bym,8.22
16427,3d1y,8.22
16428,3d9v,8.22
16429,3h0y,8.22
16430,3hhk,8.22
16431,3i28,8.22
16432,3l3m,8.22
16433,3le9,8.22
16434,3nan,8.22
16435,3pup,8.22
16436,3pz4,8.22
16437,3q77,8.22
16438,3tti,8.22
16439,3u2q,8.22
16440,3upi,8.22
16441,3v5t,8.22
16442,3whw,8.22
16443,3zbx,8.22
16444,4a7c,8.22
16445,4bci,8.22
16446,4bs4,8.22
16447,4bs5,8.22
16448,4c4g,8.22
16449,4c4h,8.22
16450,4deg,8.22
16451,4e20,8.22
16452,4gtt,8.22
16453,4h3g,8.22
16454,4hym,8.22
16455,4i7c,8.22
16456,4j9a,8.22
16457,4kba,8.22
16458,4kju,8.22
16459,4lko,8.22
16460,4lwv,8.22
16461,4otf,8.22
16462,4pdk,8.22
16463,4qyo,8.22
16464,4r3s,8.22
16465,4u0i,8.22
16466,4x7n,8.22
16467,4xcu,8.22
16468,4xh2,8.22
16469,4yl0,8.22
16470,4ylj,8.22
16471,5alz,8.22
16472,5amg,8.22
16473,5csx,8.22
16474,5fck,8.22
16475,5h3q,8.22
16476,5hor,8.22
16477,5j6d,8.22
16478,5k0s,8.22
16479,5k8s,8.22
16480,5kya,8.22
16481,5l6o,8.22
16482,5lgo,8.22
16483,5m0m,8.22
16484,5n2d,8.22
16485,5nb7,8.22
16486,5qcn,8.22
16487,5ul6,8.22
16488,5w8v,8.22
16489,5xfj,8.22
16490,6atv,8.22
16491,6ax4,8.22
16492,6ckc,8.22
16493,6det,8.22
16494,6ffn,8.22
16495,6fni,8.22
16496,6gva,8.22
16497,6hzv,8.22
16498,6ic5,8.22
16499,6m9f,8.22
16500,6r8o,8.22
16501,1ero,8.23
16502,2w1f,8.23
16503,3e5a,8.23
16504,3f16,8.23
16505,3qbn,8.23
16506,4kfq,8.23
16507,4ptg,8.23
16508,4z1n,8.23
16509,5ahj,8.23
16510,6oyt,8.23
16511,1eve,8.24
16512,1jd0,8.24
16513,1ke6,8.24
16514,1nmk,8.24
16515,1npv,8.24
16516,1u9e,8.24
16517,1ydb,8.24
16518,2gde,8.24
16519,3g4l,8.24
16520,3hll,8.24
16521,4hmq,8.24
16522,4rfc,8.24
16523,4x6m,8.24
16524,4z1e,8.24
16525,5a4c,8.24
16526,5jog,8.24
16527,6b5q,8.24
16528,6g34,8.24
16529,6isd,8.24
16530,1auj,8.25
16531,1c1u,8.25
16532,1g4o,8.25
16533,1nvq,8.25
16534,2h5e,8.25
16535,2pbw,8.25
16536,3ug2,8.25
16537,3vjl,8.25
16538,6bw5,8.25
16539,6cpw,8.25
16540,6et8,8.25
16541,6f6r,8.25
16542,6hp9,8.25
16543,1iky,8.26
16544,2chm,8.26
16545,2e2r,8.26
16546,3cen,8.26
16547,3dpo,8.26
16548,3wc7,8.26
16549,4di2,8.26
16550,4uvy,8.26
16551,5ap0,8.26
16552,5j86,8.26
16553,6dtw,8.26
16554,6gzm,8.26
16555,6hzu,8.26
16556,1clu,8.27
16557,1wuq,8.27
16558,2cbj,8.27
16559,3hek,8.27
16560,3tdc,8.27
16561,4cps,8.27
16562,4djy,8.27
16563,4eb9,8.27
16564,4l1a,8.27
16565,4lp6,8.27
16566,4xv2,8.27
16567,5nhj,8.27
16568,6anl,8.27
16569,6dug,8.27
16570,6gzh,8.27
16571,3l17,8.28
16572,3nw7,8.28
16573,3o95,8.28
16574,3tt4,8.28
16575,4j3d,8.28
16576,4mha,8.28
16577,4oc2,8.28
16578,4oc3,8.28
16579,4pov,8.28
16580,5cei,8.28
16581,5gnk,8.28
16582,5kzq,8.28
16583,5ne1,8.28
16584,5qqp,8.28
16585,5tkk,8.28
16586,5v2q,8.28
16587,6a84,8.28
16588,6mqc,8.28
16589,6nvj,8.28
16590,6o8u,8.28
16591,1a28,8.29
16592,2a4w,8.29
16593,4bj8,8.29
16594,4wn1,8.29
16595,5j8i,8.29
16596,5uey,8.29
16597,5v2p,8.29
16598,6ayo,8.29
16599,6o95,8.29
16600,1b6l,8.3
16601,1bzf,8.3
16602,1dtt,8.3
16603,1hv5,8.3
16604,1lqf,8.3
16605,1okz,8.3
16606,1q6t,8.3
16607,1qbq,8.3
16608,1rej,8.3
16609,1rww,8.3
16610,1s17,8.3
16611,1sve,8.3
16612,1tft,8.3
16613,1tom,8.3
16614,1u3r,8.3
16615,1uv5,8.3
16616,1yt9,8.3
16617,1zzl,8.3
16618,2aeb,8.3
16619,2cen,8.3
16620,2gv2,8.3
16621,2hrp,8.3
16622,2imd,8.3
16623,2iqg,8.3
16624,2nv7,8.3
16625,2pe1,8.3
16626,2pll,8.3
16627,2pvk,8.3
16628,2qmd,8.3
16629,2rd6,8.3
16630,2rfn,8.3
16631,2rku,8.3
16632,2v7a,8.3
16633,2v95,8.3
16634,2x81,8.3
16635,2ydj,8.3
16636,2yoj,8.3
16637,3atu,8.3
16638,3bc5,8.3
16639,3bjm,8.3
16640,3cid,8.3
16641,3d20,8.3
16642,3fqe,8.3
16643,3fyj,8.3
16644,3g0d,8.3
16645,3g0g,8.3
16646,3g86,8.3
16647,3gjw,8.3
16648,3gn7,8.3
16649,3h5s,8.3
16650,3h98,8.3
16651,3hku,8.3
16652,3hvi,8.3
16653,3jy0,8.3
16654,3lxl,8.3
16655,3ly2,8.3
16656,3ocb,8.3
16657,3oct,8.3
16658,3ot3,8.3
16659,3rvg,8.3
16660,3skf,8.3
16661,3tyq,8.3
16662,3zps,8.3
16663,4afg,8.3
16664,4az3,8.3
16665,4bea,8.3
16666,4cwr,8.3
16667,4dus,8.3
16668,4ejn,8.3
16669,4elb,8.3
16670,4emv,8.3
16671,4fob,8.3
16672,4gfn,8.3
16673,4gtq,8.3
16674,4gtr,8.3
16675,4hgs,8.3
16676,4i6f,8.3
16677,4i6h,8.3
16678,4jps,8.3
16679,4jzd,8.3
16680,4kcg,8.3
16681,4l4l,8.3
16682,4lwu,8.3
16683,4n1u,8.3
16684,4nus,8.3
16685,4o0b,8.3
16686,4o5b,8.3
16687,4ohk,8.3
16688,4olh,8.3
16689,4qo4,8.3
16690,4rx7,8.3
16691,4wki,8.3
16692,4x6p,8.3
16693,4xhk,8.3
16694,4ynk,8.3
16695,4ztr,8.3
16696,4zy6,8.3
16697,5a0b,8.3
16698,5am3,8.3
16699,5buj,8.3
16700,5bvo,8.3
16701,5cxh,8.3
16702,5e80,8.3
16703,5he7,8.3
16704,5j7b,8.3
16705,5j8z,8.3
16706,5jfr,8.3
16707,5k76,8.3
16708,5kcv,8.3
16709,5kdr,8.3
16710,5khm,8.3
16711,5kpk,8.3
16712,5t2b,8.3
16713,5tiu,8.3
16714,5tqf,8.3
16715,5uac,8.3
16716,5uox,8.3
16717,5uy8,8.3
16718,5v3h,8.3
16719,5w5k,8.3
16720,5x26,8.3
16721,5x5o,8.3
16722,5xs2,8.3
16723,5yea,8.3
16724,5z1d,8.3
16725,5z1e,8.3
16726,5ztn,8.3
16727,6aaj,8.3
16728,6b4w,8.3
16729,6b8j,8.3
16730,6bfd,8.3
16731,6bkw,8.3
16732,6c4g,8.3
16733,6c6o,8.3
16734,6cmj,8.3
16735,6cn6,8.3
16736,6en4,8.3
16737,6f23,8.3
16738,6hcv,8.3
16739,6jt3,8.3
16740,6ma3,8.3
16741,6q7a,8.3
16742,6rna,8.3
16743,1rgj,8.31
16744,2hs2,8.31
16745,3dc3,8.31
16746,4acd,8.31
16747,4csj,8.31
16748,4ddl,8.31
16749,5dyw,8.31
16750,5nxo,8.31
16751,5oah,8.31
16752,5tnt,8.31
16753,6das,8.31
16754,6qav,8.31
16755,2dq7,8.32
16756,2fdd,8.32
16757,2gj5,8.32
16758,2qtb,8.32
16759,2xhr,8.32
16760,2yi7,8.32
16761,3qak,8.32
16762,3tv6,8.32
16763,4bbg,8.32
16764,4gih,8.32
16765,4jwk,8.32
16766,4kin,8.32
16767,4pee,8.32
16768,4z16,8.32
16769,5a3u,8.32
16770,5c2a,8.32
16771,5czm,8.32
16772,5eef,8.32
16773,5ehe,8.32
16774,6aam,8.32
16775,6enm,8.32
16776,6oe3,8.32
16777,1hwr,8.33
16778,1u9q,8.33
16779,2wj2,8.33
16780,3ns7,8.33
16781,3sdi,8.33
16782,3sw2,8.33
16783,4eev,8.33
16784,4htx,8.33
16785,4i33,8.33
16786,4z1k,8.33
16787,5fky,8.33
16788,6b5o,8.33
16789,6gcr,8.33
16790,1bzy,8.34
16791,1uwb,8.34
16792,2qci,8.34
16793,2wxl,8.34
16794,2xye,8.34
16795,3ay9,8.34
16796,3f82,8.34
16797,3lj7,8.34
16798,3npc,8.34
16799,4yhf,8.34
16800,5es1,8.34
16801,5ime,8.34
16802,5uit,8.34
16803,5y24,8.34
16804,5ywg,8.34
16805,6g39,8.34
16806,6jsg,8.34
16807,6mo4,8.34
16808,1h23,8.35
16809,1mj7,8.35
16810,2uwd,8.35
16811,2zxa,8.35
16812,3bgl,8.35
16813,3m6p,8.35
16814,3nu5,8.35
16815,4bf6,8.35
16816,4mvh,8.35
16817,4yml,8.35
16818,5amn,8.35
16819,5edl,8.35
16820,5mi9,8.35
16821,6bke,8.35
16822,6cqf,8.35
16823,6dtx,8.35
16824,9hvp,8.35
16825,1bb0,8.36
16826,1d4j,8.36
16827,3d83,8.36
16828,3g45,8.36
16829,3kek,8.36
16830,3oj8,8.36
16831,3r7o,8.36
16832,3wiz,8.36
16833,4e6q,8.36
16834,4g3f,8.36
16835,4gzf,8.36
16836,4k19,8.36
16837,4lts,8.36
16838,4y2b,8.36
16839,5dls,8.36
16840,5k0x,8.36
16841,1ouy,8.37
16842,2fjp,8.37
16843,2nmy,8.37
16844,2nmz,8.37
16845,2nnk,8.37
16846,2nnp,8.37
16847,2xdw,8.37
16848,3h0z,8.37
16849,3q6k,8.37
16850,3t1a,8.37
16851,3tcp,8.37
16852,3wyx,8.37
16853,4bao,8.37
16854,4v24,8.37
16855,4ye3,8.37
16856,5efb,8.37
16857,5hk1,8.37
16858,5m6u,8.37
16859,5zk5,8.37
16860,6byz,8.37
16861,6c0n,8.37
16862,6g9d,8.37
16863,6n7a,8.37
16864,1k21,8.38
16865,1mu6,8.38
16866,3hab,8.38
16867,3qkd,8.38
16868,3zpu,8.38
16869,4a6b,8.38
16870,4ere,8.38
16871,4g3e,8.38
16872,4xv1,8.38
16873,5d21,8.38
16874,5tq4,8.38
16875,6g3a,8.38
16876,6g97,8.38
16877,6hzx,8.38
16878,1it6,8.39
16879,1lzq,8.39
16880,1x7b,8.39
16881,3dpk,8.39
16882,4p1r,8.39
16883,4qyg,8.39
16884,4u3f,8.39
16885,5hcx,8.39
16886,5qtu,8.39
16887,6ayr,8.39
16888,6g9j,8.39
16889,1a4g,8.4
16890,1aaq,8.4
16891,1b6m,8.4
16892,1fd0,8.4
16893,1fq5,8.4
16894,1fzk,8.4
16895,1jil,8.4
16896,1k22,8.4
16897,1mtr,8.4
16898,1nd5,8.4
16899,1o47,8.4
16900,1q3w,8.4
16901,1s64,8.4
16902,1w4l,8.4
16903,1w5x,8.4
16904,1w7x,8.4
16905,1z1h,8.4
16906,1zpa,8.4
16907,2al5,8.4
16908,2baj,8.4
16909,2j95,8.4
16910,2oic,8.4
16911,2oqv,8.4
16912,2ovy,8.4
16913,2pe2,8.4
16914,2qbp,8.4
16915,2rl5,8.4
16916,2uwl,8.4
16917,2vsl,8.4
16918,2xyn,8.4
16919,2y82,8.4
16920,2zda,8.4
16921,3b68,8.4
16922,3bl7,8.4
16923,3coh,8.4
16924,3d0e,8.4
16925,3efw,8.4
16926,3ekn,8.4
16927,3el9,8.4
16928,3eos,8.4
16929,3frg,8.4
16930,3gz9,8.4
16931,3k9x,8.4
16932,3kwz,8.4
16933,3nrm,8.4
16934,3ook,8.4
16935,3qrj,8.4
16936,3qxv,8.4
16937,3r2b,8.4
16938,3s4q,8.4
16939,3s74,8.4
16940,3str,8.4
16941,3sww,8.4
16942,3ttz,8.4
16943,3u4w,8.4
16944,3vap,8.4
16945,3zxz,8.4
16946,4aoi,8.4
16947,4at3,8.4
16948,4b8o,8.4
16949,4bck,8.4
16950,4bgh,8.4
16951,4c61,8.4
16952,4cnh,8.4
16953,4dk5,8.4
16954,4fzc,8.4
16955,4jai,8.4
16956,4jsr,8.4
16957,4l52,8.4
16958,4lxk,8.4
16959,4mqu,8.4
16960,4nh7,8.4
16961,4nw6,8.4
16962,4px6,8.4
16963,4qmy,8.4
16964,4ra5,8.4
16965,4rcf,8.4
16966,4ual,8.4
16967,4uro,8.4
16968,4uyn,8.4
16969,4x7k,8.4
16970,4z3v,8.4
16971,5a3t,8.4
16972,5bmm,8.4
16973,5ccm,8.4
16974,5cs2,8.4
16975,5csw,8.4
16976,5d9k,8.4
16977,5dxu,8.4
16978,5e91,8.4
16979,5em6,8.4
16980,5fa7,8.4
16981,5g57,8.4
16982,5hd0,8.4
16983,5hg7,8.4
16984,5jrs,8.4
16985,5laz,8.4
16986,5ll4,8.4
16987,5ody,8.4
16988,5org,8.4
16989,5ufi,8.4
16990,5x28,8.4
16991,6agt,8.4
16992,6f3d,8.4
16993,6g2s,8.4
16994,6g9h,8.4
16995,6gue,8.4
16996,6n9p,8.4
16997,6oyw,8.4
16998,6rfj,8.4
16999,6sdd,8.4
17000,1e4h,8.41
17001,1g48,8.41
17002,1i9p,8.41
17003,1i9q,8.41
17004,1w96,8.41
17005,2am9,8.41
17006,2w6c,8.41
17007,3mvm,8.41
17008,3oxc,8.41
17009,4agd,8.41
17010,4ngt,8.41
17011,5ak2,8.41
17012,6aah,8.41
17013,6cvy,8.41
17014,6mum,8.41
17015,6mzq,8.41
17016,6mzw,8.41
17017,6q9l,8.41
17018,1bwb,8.42
17019,1htg,8.42
17020,1i9o,8.42
17021,2g5p,8.42
17022,2isc,8.42
17023,4ezj,8.42
17024,4hbp,8.42
17025,4ksy,8.42
17026,4wa9,8.42
17027,5c4s,8.42
17028,5icp,8.42
17029,5vl2,8.42
17030,6jsn,8.42
17031,1jje,8.43
17032,2c8w,8.43
17033,2xbv,8.43
17034,2za5,8.43
17035,3nhi,8.43
17036,3qlb,8.43
17037,3tam,8.43
17038,3u7s,8.43
17039,4cqe,8.43
17040,4g3g,8.43
17041,4y8x,8.43
17042,4zk5,8.43
17043,5dey,8.43
17044,5exl,8.43
17045,5f2u,8.43
17046,5t66,8.43
17047,6ps5,8.43
17048,1bmn,8.44
17049,1ynd,8.44
17050,2rf2,8.44
17051,2vc9,8.44
17052,2xyf,8.44
17053,3uhm,8.44
17054,3w1f,8.44
17055,4bbe,8.44
17056,4k1e,8.44
17057,4zae,8.44
17058,5kqx,8.44
17059,5n0e,8.44
17060,5v8q,8.44
17061,5voj,8.44
17062,6b31,8.44
17063,1jq9,8.45
17064,6gbw,8.45
17065,1a3e,8.46
17066,1bgo,8.46
17067,1iht,8.46
17068,1ld8,8.46
17069,1u3q,8.46
17070,1u9w,8.46
17071,2mip,8.46
17072,2oh4,8.46
17073,3bx5,8.46
17074,3kdd,8.46
17075,3kl6,8.46
17076,3nam,8.46
17077,3q2g,8.46
17078,4css,8.46
17079,4he9,8.46
17080,4lge,8.46
17081,4u01,8.46
17082,5a09,8.46
17083,5b4w,8.46
17084,5nxv,8.46
17085,6h7n,8.46
17086,6o21,8.46
17087,1qkn,8.47
17088,2ds1,8.47
17089,2oag,8.47
17090,2qo8,8.47
17091,2wei,8.47
17092,3b28,8.47
17093,3bhb,8.47
17094,3zln,8.47
17095,5f94,8.47
17096,5ohi,8.47
17097,5qtt,8.47
17098,5v6y,8.47
17099,6a06,8.47
17100,6d3q,8.47
17101,6o4w,8.47
17102,6q9o,8.47
17103,1i9l,8.48
17104,1i9m,8.48
17105,1w5y,8.48
17106,2hs1,8.48
17107,2p3b,8.48
17108,2r5p,8.48
17109,2uxz,8.48
17110,2yix,8.48
17111,3b1m,8.48
17112,3eqs,8.48
17113,3n3j,8.48
17114,3wqh,8.48
17115,4jpa,8.48
17116,4nvq,8.48
17117,4o0v,8.48
17118,5ap2,8.48
17119,5jh6,8.48
17120,5kr2,8.48
17121,5n0d,8.48
17122,5svk,8.48
17123,6b41,8.48
17124,6fe1,8.48
17125,6jsf,8.48
17126,1akt,8.49
17127,1ec0,8.49
17128,2g5u,8.49
17129,2ieo,8.49
17130,2ihq,8.49
17131,2oqi,8.49
17132,3gfe,8.49
17133,3pp1,8.49
17134,3s45,8.49
17135,3wyy,8.49
17136,4a22,8.49
17137,4ehe,8.49
17138,4hdf,8.49
17139,4m2r,8.49
17140,4mwu,8.49
17141,5fl1,8.49
17142,5nx2,8.49
17143,5t28,8.49
17144,5tkt,8.49
17145,5tr6,8.49
17146,5ufs,8.49
17147,5vzy,8.49
17148,5x33,8.49
17149,7upj,8.49
17150,3d3p,8.5
17151,3qd0,8.5
17152,5lxd,8.5
17153,1cr6,8.51
17154,1d8m,8.51
17155,1g05,8.51
17156,1qpl,8.51
17157,2rg5,8.51
17158,2vh0,8.51
17159,3i25,8.51
17160,3tia,8.51
17161,3u8j,8.51
17162,3uol,8.51
17163,3zpt,8.51
17164,4nk9,8.51
17165,5ij7,8.51
17166,5k4i,8.51
17167,5to8,8.51
17168,6b1o,8.51
17169,6oe1,8.51
17170,1b6p,8.52
17171,1d7x,8.52
17172,1fcy,8.52
17173,1hbj,8.52
17174,1i5r,8.52
17175,1jij,8.52
17176,1jk7,8.52
17177,1nfx,8.52
17178,1o44,8.52
17179,1oit,8.52
17180,1q6p,8.52
17181,1r78,8.52
17182,1rhu,8.52
17183,1rp7,8.52
17184,1sps,8.52
17185,1ta2,8.52
17186,1urw,8.52
17187,1w14,8.52
17188,1xkk,8.52
17189,2b1p,8.52
17190,2boh,8.52
17191,2bqw,8.52
17192,2bxt,8.52
17193,2fs9,8.52
17194,2fvd,8.52
17195,2gbi,8.52
17196,2hfp,8.52
17197,2oc2,8.52
17198,2ow3,8.52
17199,2q64,8.52
17200,2qmf,8.52
17201,2qu6,8.52
17202,2v11,8.52
17203,2vaq,8.52
17204,2vf6,8.52
17205,2vnm,8.52
17206,2vtp,8.52
17207,2vvc,8.52
17208,2vw5,8.52
17209,2w1g,8.52
17210,2wn9,8.52
